AllTrace,,,
EMI:FSCAN,,,
A.30.11,N9038B,,
930101441.2,34.55802127,34.55802127,34.3202283
930161440,35.31498691,35.31498691,34.17566654
930221438.7,35.32068607,35.32068607,34.99797031
930281437.5,34.93442508,34.93442508,34.94487735
930341436.3,34.89961215,34.89961215,34.19407626
930401435,35.45145389,35.45145389,34.53817722
930461433.8,34.45371219,34.45371219,34.78296634
930521432.5,34.95198795,34.95198795,33.93679782
930581431.3,34.64019748,34.64019748,35.26995822
930641430.1,35.12801334,35.12801334,35.14369174
930701428.8,35.58578464,35.58578464,35.91242191
930761427.6,35.77570316,35.77570316,35.14332553
930821426.4,35.41295596,35.41295596,33.82941409
930881425.1,35.59635135,35.59635135,34.148689
930941423.9,35.08464786,35.08464786,33.88915225
931001422.7,35.41698428,35.41698428,34.35214969
931061421.4,35.42790958,35.42790958,34.35131046
931121420.2,36.00457736,36.00457736,35.79814121
931181418.9,36.18535587,36.18535587,35.07478305
931241417.7,35.80300113,35.80300113,34.14106723
931301416.5,35.08487674,35.08487674,34.78175327
931361415.2,34.20995303,34.20995303,34.93116733
931421414,34.95647403,34.95647403,35.25436374
931481412.8,34.95693942,34.95693942,34.78708621
931541411.5,34.64122745,34.64122745,34.79801151
931601410.3,34.27848026,34.27848026,35.12120792
931661409,34.93222781,34.93222781,35.43656131
931721407.8,34.55119296,34.55119296,35.14958926
931781406.6,35.69750949,35.69750949,34.6378934
931841405.3,35.34913608,35.34913608,34.81605502
931901404.1,34.4088895,34.4088895,34.6244733
931961402.9,34.45770236,34.45770236,34.31005832
932021401.6,34.21515628,34.21515628,34.44119235
932081400.4,35.49735233,35.49735233,34.62196323
932141399.1,35.49260684,35.49260684,35.08234378
932201397.9,34.50402042,34.50402042,34.28582736
932261396.7,34.7383649,34.7383649,36.14813205
932321395.4,34.89431735,34.89431735,34.11169406
932381394.2,34.24935123,34.24935123,35.34162875
932441393,34.15183231,34.15183231,35.33557102
932501391.7,34.50376102,34.50376102,35.51764652
932561390.5,34.82826206,34.82826206,34.41800662
932621389.2,34.82612582,34.82612582,34.74512454
932681388,34.09101077,34.09101077,34.73252841
932741386.8,34.893707,34.893707,34.67420932
932801385.5,34.73869296,34.73869296,34.47085544
932861384.3,34.6189725,34.6189725,33.81935855
932921383.1,35.69604465,35.69604465,34.29933902
932981381.8,35.64556094,35.64556094,35.16082736
933041380.6,34.55245181,34.55245181,35.67086002
933101379.4,34.63523074,34.63523074,34.69663974
933161378.1,34.7911832,34.7911832,34.91007968
933221376.9,35.6422269,35.6422269,37.0650632
933281375.6,34.86399051,34.86399051,36.97537967
933341374.4,34.88275882,34.88275882,36.20629855
933401373.2,35.27649661,35.27649661,35.32745334
933461371.9,34.85234805,34.85234805,35.60099765
933521370.7,34.31190463,34.31190463,35.81574985
933581369.5,34.60765811,34.60765811,35.35761997
933641368.2,34.82371494,34.82371494,35.36463138
933701367,35.14167758,35.14167758,34.31201144
933761365.7,36.17171451,36.17171451,34.55028507
933821364.5,35.13739749,35.13739749,34.57688113
933881363.3,35.20581027,35.20581027,35.22801944
933941362,35.27553531,35.27553531,34.9894025
934001360.8,35.45761081,35.45761081,35.33871433
934061359.6,35.09617587,35.09617587,35.02692386
934121358.3,34.87844821,34.87844821,35.1240842
934181357.1,36.01692935,36.01692935,35.48908206
934241355.8,35.85016605,35.85016605,34.79055759
934301354.6,34.26578494,34.26578494,35.59063693
934361353.4,35.09069797,35.09069797,34.61250278
934421352.1,35.11991092,35.11991092,34.93569156
934481350.9,34.55987521,34.55987521,35.09948703
934541349.7,34.63221713,34.63221713,35.11171695
934601348.4,35.29510471,35.29510471,34.30604526
934661347.2,35.58824893,35.58824893,34.19023868
934721346,35.15102359,35.15102359,35.56912204
934781344.7,34.91109439,34.91109439,34.31661197
934841343.5,34.76261874,34.76261874,36.75119754
934901342.2,34.17774936,34.17774936,36.54130527
934961341,34.22526523,34.22526523,35.2156293
935021339.8,35.50093051,35.50093051,34.77317783
935081338.5,34.61948367,34.61948367,34.14389774
935141337.3,35.73705264,35.73705264,36.21525546
935201336.1,36.16999789,36.16999789,35.08032962
935261334.8,35.16181918,35.16181918,36.05288669
935321333.6,35.45103427,35.45103427,34.96891757
935381332.3,34.85702487,34.85702487,34.00254031
935441331.1,34.83397647,34.83397647,34.40150424
935501329.9,34.03353854,34.03353854,35.18068668
935561328.6,35.04267093,35.04267093,35.81615421
935621327.4,35.34887668,35.34887668,34.79489108
935681326.2,35.34542819,35.34542819,34.59677097
935741324.9,35.28971835,35.28971835,35.12509128
935801323.7,34.24233218,34.24233218,34.59249088
935861322.4,34.00632449,34.00632449,35.79760715
935921321.2,35.19575473,35.19575473,36.22531863
935981320,34.2019498,34.2019498,35.58558627
936041318.7,34.58523532,34.58523532,34.87006351
936101317.5,35.07305881,35.07305881,36.37177249
936161316.3,35.52559634,35.52559634,36.01294681
936221315,34.24433872,34.24433872,34.578819
936281313.8,34.5779874,34.5779874,34.58974429
936341312.6,33.95653507,33.95653507,34.98217746
936401311.3,35.90246555,35.90246555,34.97481509
936461310.1,35.94213077,35.94213077,35.35549136
936521308.8,34.73666354,34.73666354,34.90259525
936581307.6,35.26106235,35.26106235,34.80769321
936641306.4,35.24454471,35.24454471,34.36000797
936701305.1,34.47676822,34.47676822,34.05213901
936761303.9,33.96115085,33.96115085,35.370918
936821302.7,34.82264682,34.82264682,34.39147922
936881301.4,34.62713596,34.62713596,34.35537692
936941300.2,35.14238712,35.14238712,34.85755893
937001298.9,35.30618259,35.30618259,35.44337436
937061297.7,35.27268192,35.27268192,34.42864963
937121296.5,34.99616977,34.99616977,35.06149265
937181295.2,34.98358127,34.98358127,34.97051212
937241294,33.89046451,33.89046451,34.4183118
937301292.8,35.16613742,35.16613742,35.38955661
937361291.5,36.25627109,36.25627109,34.67141696
937421290.3,34.86134311,34.86134311,35.54075595
937481289,35.19107028,35.19107028,36.36043521
937541287.8,34.87927219,34.87927219,35.89054843
937601286.6,33.67771884,33.67771884,35.81916019
937661285.3,34.59408542,34.59408542,35.64063236
937721284.1,35.12110111,35.12110111,35.42291232
937781282.9,35.35021945,35.35021945,34.34024783
937841281.6,35.0201337,35.0201337,35.28797885
937901280.4,35.2623212,35.2623212,35.39820071
937961279.1,34.81072208,34.81072208,35.50189182
938021277.9,35.80809757,35.80809757,35.01632663
938081276.7,35.92485019,35.92485019,35.01679965
938141275.4,35.83647891,35.83647891,36.36824771
938201274.2,35.62790653,35.62790653,36.40008518
938261273,34.47730228,34.47730228,36.47110721
938321271.7,35.18070956,35.18070956,36.47419711
938381270.5,35.83576175,35.83576175,35.01132175
938441269.3,34.77531406,34.77531406,35.27441379
938501268,34.2401044,34.2401044,35.52444431
938561266.8,33.8904111,33.8904111,35.64119693
938621265.5,34.55331393,34.55331393,36.00750705
938681264.3,36.12033817,36.12033817,35.13780948
938741263.1,35.70925113,35.70925113,34.46540805
938801261.8,33.49903079,33.49903079,34.27250644
938861260.6,35.01772281,35.01772281,34.90797397
938921259.4,35.39840671,35.39840671,34.91497775
938981258.1,34.23995944,34.23995944,35.00821658
939041256.9,34.02485629,34.02485629,35.61100742
939101255.6,35.03267642,35.03267642,34.89548465
939161254.4,35.06581851,35.06581851,34.94953128
939221253.2,35.10156986,35.10156986,34.27190372
939281251.9,34.99620792,34.99620792,35.25098392
939341250.7,35.82634708,35.82634708,35.3808057
939401249.5,35.86209079,35.86209079,34.96318027
939461248.2,34.54294559,34.54294559,35.43662998
939521247,34.7772977,34.7772977,34.76422855
939581245.7,35.70149966,35.70149966,35.52119418
939641244.5,35.08005496,35.08005496,35.41583987
939701243.3,35.62927219,35.62927219,34.81006595
939761242,35.44552585,35.44552585,35.5252225
939821240.8,35.05142185,35.05142185,34.73915836
939881239.6,36.71252414,36.71252414,35.36154147
939941238.3,36.56143924,36.56143924,35.9865491
940001237.1,35.01757022,35.01757022,36.0183942
940061235.9,34.58079501,34.58079501,35.94353458
940121234.6,34.51509067,34.51509067,35.14353915
940181233.4,34.72374698,34.72374698,35.22023746
940241232.1,35.50077029,35.50077029,36.21675845
940301230.9,35.14107486,35.14107486,35.28741428
940361229.7,35.91679355,35.91679355,34.83365604
940421228.4,35.77007266,35.77007266,36.93552371
940481227.2,35.57631656,35.57631656,35.96697971
940541226,34.66788455,34.66788455,34.67571994
940601224.7,34.94056674,34.94056674,35.46971866
940661223.5,34.92058536,34.92058536,35.51898929
940721222.2,36.04252597,36.04252597,35.48593875
940781221,37.04166385,37.04166385,35.49992343
940841219.8,36.91846439,36.91846439,35.31662723
940901218.5,35.11372348,35.11372348,35.53574344
940961217.3,34.77102634,34.77102634,34.88208743
941021216.1,34.85295078,34.85295078,34.85556766
941081214.8,34.84342929,34.84342929,35.3569028
941141213.6,34.57780429,34.57780429,35.57732364
941201212.3,35.01512119,35.01512119,35.09743472
941261211.1,35.66802188,35.66802188,34.47644016
941321209.9,35.95115634,35.95115634,35.21817752
941381208.6,35.7521741,35.7521741,35.10282108
941441207.4,34.29759189,34.29759189,34.85941287
941501206.2,35.58025333,35.58025333,34.20445224
941561204.9,36.81455203,36.81455203,35.20487949
941621203.7,34.50418826,34.50418826,35.78591892
941681202.4,34.58873721,34.58873721,35.08261081
941741201.2,34.7464368,34.7464368,35.16845676
941801200,34.4403226,34.4403226,35.12364932
941861198.7,35.68508121,35.68508121,34.20867893
941921197.5,35.73043033,35.73043033,34.79493686
941981196.3,36.43949863,36.43949863,34.79586002
942041195,36.39469882,36.39469882,35.20835086
942101193.8,34.75589725,34.75589725,35.63129398
942161192.6,35.17230197,35.17230197,35.31471988
942221191.3,35.67102786,35.67102786,34.92237064
942281190.1,36.02471133,36.02471133,35.37274143
942341188.8,34.70079776,34.70079776,35.00653049
942401187.6,35.37458774,35.37458774,34.96302005
942461186.4,35.31671878,35.31671878,35.98828861
942521185.1,35.91081973,35.91081973,35.43262454
942581183.9,35.90782138,35.90782138,35.08338138
942641182.7,34.21283695,34.21283695,34.72239658
942701181.4,34.39929172,34.39929172,36.85560581
942761180.2,36.33522006,36.33522006,35.62184116
942821178.9,36.39363071,36.39363071,35.5417554
942881177.7,35.59233066,35.59233066,35.06056186
942941176.5,36.46603366,36.46603366,35.66250583
943001175.2,36.35981723,36.35981723,35.49748966
943061174,34.07557651,34.07557651,34.66744968
943121172.8,35.261543,35.261543,35.34646579
943181171.5,35.28729221,35.28729221,35.77071353
943241170.3,36.15183994,36.15183994,35.37966892
943301169,35.10491153,35.10491153,35.45114871
943361167.8,34.96603366,34.96603366,34.26441928
943421166.6,35.77702304,35.77702304,34.6651456
943481165.3,35.18607303,35.18607303,35.85241672
943541164.1,34.82900211,34.82900211,35.87554904
943601162.9,35.13696262,35.13696262,34.47715732
943661161.6,34.74853488,34.74853488,34.78119632
943721160.4,34.48161289,34.48161289,35.03689548
943781159.2,34.55570956,34.55570956,34.71641513
943841157.9,34.71472141,34.71472141,34.62718173
943901156.7,34.54709598,34.54709598,35.49435397
943961155.4,34.91385623,34.91385623,35.90161105
944021154.2,35.13427707,35.13427707,35.76403781
944081153,35.3507764,35.3507764,35.71923038
944141151.7,35.62216159,35.62216159,36.65303012
944201150.5,35.97193881,35.97193881,36.65788242
944261149.3,36.25507327,36.25507327,36.15446445
944321148,35.54261752,35.54261752,36.50163242
944381146.8,34.69558688,34.69558688,37.59221622
944441145.5,34.49661227,34.49661227,37.70289584
944501144.3,34.60335513,34.60335513,34.59290286
944561143.1,34.44880649,34.44880649,34.68659946
944621141.8,35.46753665,35.46753665,35.53809329
944681140.6,35.5925748,35.5925748,34.95105716
944741139.4,35.04605838,35.04605838,35.42365237
944801138.1,34.32706424,34.32706424,34.39108249
944861136.9,35.14981052,35.14981052,35.25434085
944921135.6,35.50088474,35.50088474,34.75353977
944981134.4,35.48091098,35.48091098,34.98702976
945041133.2,34.79197665,34.79197665,35.62817355
945101131.9,35.56114932,35.56114932,35.31682559
945161130.7,35.08910342,35.08910342,36.37866946
945221129.5,36.70230838,36.70230838,36.57295963
945281128.2,36.89006778,36.89006778,35.31044742
945341127,35.10754367,35.10754367,37.04777499
945401125.7,36.30396243,36.30396243,36.00345584
945461124.5,34.98396274,34.98396274,36.23433658
945521123.3,34.93654605,34.93654605,35.28669711
945581122,34.31946536,34.31946536,35.52803012
945641120.8,35.25718662,35.25718662,35.31729099
945701119.6,34.71720096,34.71720096,35.45931979
945761118.3,34.660629,34.660629,34.9924924
945821117.1,34.36235782,34.36235782,34.06446048
945881115.9,35.06490299,35.06490299,34.32930728
945941114.6,34.7182767,34.7182767,34.80059024
946001113.4,34.71527835,34.71527835,35.43257877
946061112.1,33.89176151,33.89176151,34.8507764
946121110.9,35.94397708,35.94397708,34.89482089
946181109.7,33.92366,33.92366,34.71935245
946241108.4,34.19242831,34.19242831,35.36048862
946301107.2,35.03608676,35.03608676,35.49860355
946361106,34.59407779,34.59407779,35.4341962
946421104.7,34.74394962,34.74394962,35.47823306
946481103.5,35.33282443,35.33282443,35.06890079
946541102.2,34.89213535,34.89213535,34.87906619
946601101,35.81678745,35.81678745,34.98712131
946661099.8,35.40222904,35.40222904,34.8038251
946721098.5,34.69892093,34.69892093,34.68062564
946781097.3,35.7346265,35.7346265,35.61704227
946841096.1,35.8217847,35.8217847,35.95375034
946901094.8,34.51484653,34.51484653,36.28784152
946961093.6,34.2923505,34.2923505,36.47952243
947021092.3,36.24134036,36.24134036,35.07067081
947081091.1,36.23442813,36.23442813,36.45915195
947141089.9,35.41222354,35.41222354,35.9348447
947201088.6,34.96238681,34.96238681,34.98459598
947261087.4,34.37927982,34.37927982,36.17710086
947321086.2,35.39277622,35.39277622,34.97337314
947381084.9,35.49300357,35.49300357,35.11540958
947441083.7,34.92687961,34.92687961,35.1163251
947501082.5,34.5789487,34.5789487,34.95393344
947561081.2,35.00973483,35.00973483,35.37948581
947621080,35.44050571,35.44050571,34.51938602
947681078.7,34.99198123,34.99198123,34.47196933
947741077.5,34.93148776,34.93148776,34.6048505
947801076.3,35.57001468,35.57001468,34.76126071
947861075,35.56439945,35.56439945,35.29917117
947921073.8,35.6646268,35.6646268,34.90421268
947981072.6,35.28012058,35.28012058,35.23699924
948041071.3,35.37249728,35.37249728,35.11249515
948101070.1,35.48709079,35.48709079,34.66265842
948161068.8,36.07595798,36.07595798,35.11955997
948221067.6,35.66793796,35.66793796,35.2184827
948281066.4,34.93064853,34.93064853,35.76031467
948341065.1,34.64543887,34.64543887,35.74948093
948401063.9,34.48174258,34.48174258,35.85101291
948461062.7,35.13594028,35.13594028,35.60890933
948521061.4,35.47264835,35.47264835,35.80712863
948581060.2,34.04550143,34.04550143,35.83417484
948641058.9,35.09558841,35.09558841,34.84342929
948701057.7,35.22193881,35.22193881,36.35733768
948761056.5,35.1614606,35.1614606,36.45233127
948821055.2,34.77433749,34.77433749,36.01164218
948881054,33.98348209,33.98348209,34.61063358
948941052.8,34.56060001,34.56060001,35.61891147
949001051.5,34.95870944,34.95870944,35.21218082
949061050.3,35.45351383,35.45351383,35.02104923
949121049.1,34.49411746,34.49411746,35.59423801
949181047.8,34.79554721,34.79554721,35.54682132
949241046.6,34.84089633,34.84089633,34.7625043
949301045.3,34.58703586,34.58703586,34.59487888
949361044.1,36.05000278,36.05000278,35.01259586
949421042.9,35.89413425,35.89413425,34.83712741
949481041.6,34.10900089,34.10900089,34.82237979
949541040.4,34.43132755,34.43132755,34.61293765
949601039.2,34.77718326,34.77718326,35.20573398
949661037.9,36.71704074,36.71704074,36.58769199
949721036.7,35.56165286,35.56165286,36.89826175
949781035.4,34.62709018,34.62709018,34.73291751
949841034.2,35.4981763,35.4981763,35.56872531
949901033,35.96423312,35.96423312,36.12624332
949961031.7,34.98261997,34.98261997,35.22956058
950021030.5,34.6817319,34.6817319,35.18867465
950081029.3,35.29020664,35.29020664,35.45745059
950141028,35.67394992,35.67394992,36.80541965
950201026.8,34.55907413,34.55907413,36.51106998
950261025.5,34.66974612,34.66974612,35.72413608
950321024.3,34.66413852,34.66413852,34.91760989
950381023.1,35.33531925,35.33531925,35.58225986
950441021.8,35.33101627,35.33101627,35.14940616
950501020.6,35.53968784,35.53968784,35.34893008
950561019.4,35.91819736,35.91819736,35.30803653
950621018.1,35.08685275,35.08685275,34.86473819
950681016.9,34.00986453,34.00986453,34.92314121
950741015.6,34.485069,34.485069,34.99984714
950801014.4,34.3801572,34.3801572,36.02902957
950861013.2,35.68894168,35.68894168,35.0382764
950921011.9,35.98645755,35.98645755,35.84665653
950981010.7,35.23871585,35.23871585,35.77571079
951041009.5,35.04104587,35.04104587,33.99842044
951101008.2,34.5206525,34.5206525,35.08769962
951161007,35.83728,35.83728,34.98410007
951221005.8,36.42875644,36.42875644,35.11567661
951281004.5,36.40093967,36.40093967,35.13619968
951341003.3,36.33784457,36.33784457,36.9088132
951401002,35.36146518,35.36146518,36.8548505
951461000.8,35.00962039,35.00962039,35.87194797
951520999.6,34.61073276,34.61073276,35.02230045
951580998.3,34.96181461,34.96181461,35.91429111
951640997.1,35.04373904,35.04373904,34.9457471
951700995.9,35.78156253,35.78156253,34.52073642
951760994.6,35.05342838,35.05342838,35.58389255
951820993.4,35.02037784,35.02037784,35.50118991
951880992.1,36.1227338,36.1227338,35.61970493
951940990.9,36.23992893,36.23992893,37.01602908
952000989.7,34.97742435,34.97742435,36.25261661
952060988.4,35.90338107,35.90338107,35.78971072
952120987.2,35.91998264,35.91998264,35.72661563
952180986,36.61991855,36.61991855,36.61077091
952240984.7,35.91660281,35.91660281,36.68093845
952300983.5,34.86052676,34.86052676,34.70374271
952360982.2,34.97772952,34.97772952,35.5513074
952420981,35.17333194,35.17333194,35.3680112
952480979.8,36.16984531,36.16984531,35.25395175
952540978.5,36.15639468,36.15639468,34.88642856
952600977.3,34.34382602,34.34382602,34.90042087
952660976.1,36.23924991,36.23924991,35.15872928
952720974.8,36.08208438,36.08208438,34.70105716
952780973.6,34.99072238,34.99072238,35.82952853
952840972.4,34.92893192,34.92893192,36.10613986
952900971.1,34.38371249,34.38371249,36.23509952
952960969.9,35.38676425,35.38676425,35.01178714
953020968.6,35.65814945,35.65814945,36.06579562
953080967.4,35.23051425,35.23051425,35.99484988
953140966.2,35.29676791,35.29676791,34.73625919
953200964.9,36.73620578,36.73620578,34.11003085
953260963.7,35.27770969,35.27770969,35.22936984
953320962.5,34.7873685,34.7873685,34.46334049
953380961.2,35.06005069,35.06005069,34.53089877
953440960,35.49736758,35.49736758,34.57102176
953500958.7,35.42120334,35.42120334,34.09113284
953560957.5,35.12423679,35.12423679,34.47487613
953620956.3,36.61462375,36.61462375,35.34464999
953680955,34.3787305,34.3787305,35.29854556
953740953.8,34.62005588,34.62005588,36.13173648
953800952.6,35.22068759,35.22068759,35.84391757
953860951.3,34.81919833,34.81919833,35.53126498
953920950.1,34.98212405,34.98212405,35.53610202
953980948.8,35.02224704,35.02224704,35.61150333
954040947.6,35.61765262,35.61765262,35.12377139
954100946.4,35.1874158,35.1874158,36.1634061
954160945.1,35.18963596,35.18963596,36.17216464
954220943.9,34.12572452,34.12572452,34.62744113
954280942.7,36.14005252,36.14005252,35.40184757
954340941.4,35.29954501,35.29954501,34.97290775
954400940.2,34.7033765,34.7033765,35.7825925
954460938.9,34.3476102,34.3476102,35.61104556
954520937.7,34.44782993,34.44782993,35.16382571
954580936.5,34.20442172,34.20442172,35.6756055
954640935.2,34.71359988,34.71359988,35.35773441
954700934,35.25936099,35.25936099,34.76025363
954760932.8,35.29425021,35.29425021,34.09875461
954820931.5,34.95155307,34.95155307,35.00119754
954880930.3,34.77608463,34.77608463,34.53829166
954940929.1,34.97038242,34.97038242,34.33409091
955000927.8,34.46697208,34.46697208,34.91119357
955060926.6,35.19695255,35.19695255,34.83895847
955120925.3,34.2453992,34.2453992,34.83073398
955180924.1,34.26983615,34.26983615,34.99366733
955240922.9,35.68315097,35.68315097,36.05682346
955300921.6,35.13008853,35.13008853,36.697952
955360920.4,34.4529111,34.4529111,35.90710422
955420919.2,34.50740024,34.50740024,34.86669894
955480917.9,34.56973239,34.56973239,35.510452
955540916.7,34.75618716,34.75618716,34.21005222
955600915.4,34.63951846,34.63951846,35.26927921
955660914.2,34.77371188,34.77371188,35.29241916
955720913,34.9470975,34.9470975,35.28941318
955780911.7,34.99897739,34.99897739,34.70500156
955840910.5,34.89406558,34.89406558,34.52692386
955900909.3,34.74474307,34.74474307,34.16593906
955960908,34.72737094,34.72737094,35.75563022
956020906.8,35.10327121,35.10327121,35.86368533
956080905.5,35.97828647,35.97828647,35.62028476
956140904.3,36.96695682,36.96695682,34.47405216
956200903.1,34.52462741,34.52462741,35.1256406
956260901.8,34.38705417,34.38705417,36.17441531
956320900.6,35.2620618,35.2620618,35.33261844
956380899.4,35.46550723,35.46550723,34.35231754
956440898.1,35.43898746,35.43898746,35.19857761
956500896.9,35.50654575,35.50654575,34.41687747
956560895.7,35.32454654,35.32454654,35.87068912
956620894.4,35.58155795,35.58155795,35.91603824
956680893.2,35.3015668,35.3015668,35.76670047
956740891.9,36.50060245,36.50060245,35.15877506
956800890.7,35.61437961,35.61437961,35.42100498
956860889.5,35.5551984,35.5551984,35.100517
956920888.2,35.15892764,35.15892764,35.05702182
956980887,34.78356143,34.78356143,35.71252414
957040885.8,35.42339298,35.42339298,35.71867343
957100884.5,35.93125125,35.93125125,35.38249942
957160883.3,35.79368564,35.79368564,35.16654178
957220882,35.26937839,35.26937839,35.55812808
957280880.8,35.42577335,35.42577335,35.31471988
957340879.6,35.13403293,35.13403293,34.43894931
957400878.3,34.87364169,34.87364169,34.62277957
957460877.1,35.5474393,35.5474393,35.20120212
957520875.9,35.58232852,35.58232852,35.22302982
957580874.6,35.57672092,35.57672092,34.77972385
957640873.4,34.648689,34.648689,35.39081546
957700872.1,35.08860751,35.08860751,35.19313785
957760870.9,33.79735538,33.79735538,35.07124301
957820869.7,35.05256625,35.05256625,34.71547672
957880868.4,35.160629,35.160629,35.42194339
957940867.2,36.02779361,36.02779361,34.6663663
958000866,35.86017581,35.86017581,36.15283939
958060864.7,34.7204816,34.7204816,36.26090213
958120863.5,34.7200925,34.7200925,34.72139713
958180862.3,35.59902164,35.59902164,35.67871829
958240861,35.92526981,35.92526981,36.00105258
958300859.8,35.39181491,35.39181491,36.7284238
958360858.5,35.65143558,35.65143558,36.0917432
958420857.3,35.66281101,35.66281101,35.56874057
958480856.1,36.24645969,36.24645969,35.72776004
958540854.8,34.52795383,34.52795383,35.38113376
958600853.6,35.7047803,35.7047803,35.68387576
958660852.4,36.358978,36.358978,35.78017398
958720851.1,35.24671909,35.24671909,35.5446088
958780849.9,34.35787174,34.35787174,34.93537112
958840848.6,34.90885898,34.90885898,35.31388828
958900847.4,36.19281741,36.19281741,36.04648563
958960846.2,36.19634982,36.19634982,35.25302097
959020844.9,36.17636844,36.17636844,35.91767093
959080843.7,35.85456821,35.85456821,35.92512485
959140842.5,35.52101871,35.52101871,35.77056857
959200841.2,35.01368686,35.01368686,35.80545779
959260840,34.59259769,34.59259769,35.20668002
959320838.7,35.02338382,35.02338382,34.60528537
959380837.5,35.11183902,35.11183902,35.50249454
959440836.3,35.49166843,35.49166843,35.48252078
959500835,35.5566022,35.5566022,34.78443118
959560833.8,35.53140231,35.53140231,35.45561954
959620832.6,35.12467166,35.12467166,35.06587955
959680831.3,35.87817355,35.87817355,35.85465976
959740830.1,35.00632449,35.00632449,34.8443143
959800828.8,34.39969608,34.39969608,34.72241184
959860827.6,34.28956577,34.28956577,35.75159427
959920826.4,36.41886112,36.41886112,35.50688144
959980825.1,36.05002567,36.05002567,35.17071506
960040823.9,34.35390445,34.35390445,35.27894565
960100822.7,34.80582401,34.80582401,36.76304599
960160821.4,34.94025394,34.94025394,34.72598239
960220820.2,34.43317386,34.43317386,35.35559818
960280819,35.4861066,35.4861066,36.20210239
960340817.7,35.13188907,35.13188907,35.89752933
960400816.5,35.62562534,35.62562534,35.94311496
960460815.2,34.79190036,34.79190036,34.97219821
960520814,34.92371341,34.92371341,34.78260776
960580812.8,34.47542545,34.47542545,35.40438052
960640811.5,35.29971286,35.29971286,36.47953006
960700810.3,35.61706516,35.61706516,35.96722385
960760809.1,35.86647006,35.86647006,35.34384891
960820807.8,36.13417026,36.13417026,36.03748294
960880806.6,36.14186832,36.14186832,35.63362094
960940805.3,36.0737836,36.0737836,35.54593631
961000804.1,35.64116641,35.64116641,34.99834415
961060802.9,35.95590183,35.95590183,35.12624332
961120801.6,36.71878787,36.71878787,35.11826297
961180800.4,37.00477573,37.00477573,35.69560977
961240799.2,34.93244144,34.93244144,35.53998538
961300797.9,35.26808139,35.26808139,35.84165927
961360796.7,35.63507816,35.63507816,34.857681
961420795.4,36.47766086,36.47766086,34.19641849
961480794.2,35.23629733,35.23629733,35.13047
961540793,36.12200137,36.12200137,34.64298221
961600791.7,35.91281101,35.91281101,34.88846561
961660790.5,35.90743991,35.90743991,35.47235843
961720789.3,33.9775159,33.9775159,35.48135349
961780788,35.53216525,35.53216525,35.06050082
961840786.8,35.63262912,35.63262912,35.11261722
961900785.6,35.4221265,35.4221265,35.24835941
961960784.3,35.11233493,35.11233493,35.23514529
962020783.1,34.43408939,34.43408939,36.82769748
962080781.8,35.46350833,35.46350833,36.91900607
962140780.6,35.87754031,35.87754031,35.34577152
962200779.4,36.35429355,36.35429355,35.86433383
962260778.1,34.30938693,34.30938693,36.04972049
962320776.9,35.43679782,35.43679782,35.30744907
962380775.7,35.48760959,35.48760959,35.43404361
962440774.4,35.23791477,35.23791477,34.62775394
962500773.2,34.78178378,34.78178378,34.62892123
962560771.9,35.75894138,35.75894138,35.06255313
962620770.7,35.39035007,35.39035007,34.79064151
962680769.5,34.86758395,34.86758395,34.73432132
962740768.2,35.09739658,35.09739658,36.33078738
962800767,35.25273105,35.25273105,36.21305057
962860765.8,34.84102603,34.84102603,34.18513461
962920764.5,34.61614963,34.61614963,36.15919467
962980763.3,37.00569888,37.00569888,35.47310611
963040762,36.06613895,36.06613895,35.44814273
963100760.8,36.09474155,36.09474155,34.5621564
963160759.6,36.25922366,36.25922366,34.57768985
963220758.3,34.90157291,34.90157291,35.97425052
963280757.1,35.16012546,35.16012546,35.99893161
963340755.9,35.73616763,35.73616763,34.91565677
963400754.6,35.57140323,35.57140323,36.18809482
963460753.4,35.40140506,35.40140506,34.98592349
963520752.1,35.55281802,35.55281802,34.81330844
963580750.9,35.37629672,35.37629672,35.34755679
963640749.7,34.83001682,34.83001682,35.53424808
963700748.4,35.06896945,35.06896945,35.3328931
963760747.2,35.39677402,35.39677402,35.63587161
963820746,35.34697696,35.34697696,34.97983524
963880744.7,35.28673526,35.28673526,35.16653415
963940743.5,35.31664249,35.31664249,35.61061832
964000742.3,36.02334567,36.02334567,35.67579623
964060741,36.13294956,36.13294956,34.89694949
964120739.8,35.48606082,35.48606082,36.07923862
964180738.5,35.81124851,35.81124851,35.31083652
964240737.3,35.87120792,35.87120792,35.66738101
964300736.1,35.43205997,35.43205997,35.81357547
964360734.8,35.44367954,35.44367954,35.97283145
964420733.6,36.00666019,36.00666019,34.75366946
964480732.4,34.85021182,34.85021182,35.35977145
964540731.1,35.41319248,35.41319248,35.38445255
964600729.9,34.76892062,34.76892062,35.41958591
964660728.6,35.47953769,35.47953769,35.5448682
964720727.4,35.26119968,35.26119968,35.83477756
964780726.2,34.57511874,34.57511874,35.58900424
964840724.9,35.00744602,35.00744602,35.31709262
964900723.7,35.07785007,35.07785007,35.78730747
964960722.5,35.85510989,35.85510989,34.50804874
965020721.2,35.85626956,35.85626956,34.29885837
965080720,35.20938083,35.20938083,34.57962009
965140718.7,35.13084384,35.13084384,34.6774747
965200717.5,35.44557925,35.44557925,36.00870487
965260716.3,36.24635288,36.24635288,34.9398038
